id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
89;scraping restaurants;requests;1566989741.061756;-1.7976911067962646;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or890-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or890-Mother-Copenhagen_Zealand.html;1294073;200;True;
90;scraping restaurants;requests;1566989744.371684;-1.355273962020874;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or900-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or900-Mother-Copenhagen_Zealand.html;1291967;200;True;
91;scraping restaurants;requests;1566989747.235379;-1.3678510189056396;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or910-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or910-Mother-Copenhagen_Zealand.html;1296309;200;True;
92;scraping restaurants;requests;1566989750.11234;-1.3804631233215332;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or920-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or920-Mother-Copenhagen_Zealand.html;1293254;200;True;
93;scraping restaurants;requests;1566989753.003072;-1.3109140396118164;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or930-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or930-Mother-Copenhagen_Zealand.html;1290915;200;True;
94;scraping restaurants;requests;1566989755.823675;-1.4730231761932373;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or940-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or940-Mother-Copenhagen_Zealand.html;1291027;200;True;
95;scraping restaurants;requests;1566989758.807584;-1.3510987758636475;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or950-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or950-Mother-Copenhagen_Zealand.html;1291049;200;True;
96;scraping restaurants;requests;1566989761.667611;-1.364903211593628;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or960-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or960-Mother-Copenhagen_Zealand.html;1293010;200;True;
97;scraping restaurants;requests;1566989764.543607;-1.3543789386749268;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or970-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or970-Mother-Copenhagen_Zealand.html;1292709;200;True;
98;scraping restaurants;requests;1566989767.402427;-1.3637800216674805;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or980-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or980-Mother-Copenhagen_Zealand.html;1292637;200;True;
99;scraping restaurants;requests;1566989770.2737842;-1.579892873764038;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or990-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or990-Mother-Copenhagen_Zealand.html;1292374;200;True;
100;scraping restaurants;requests;1566989773.363928;-1.3424279689788818;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1000-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1000-Mother-Copenhagen_Zealand.html;1293474;200;True;
101;scraping restaurants;requests;1566989776.21773;-1.5606579780578613;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1010-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1010-Mother-Copenhagen_Zealand.html;1292742;200;True;
102;scraping restaurants;requests;1566989779.288364;-1.3081340789794922;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1020-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1020-Mother-Copenhagen_Zealand.html;1290816;200;True;
103;scraping restaurants;requests;1566989782.106053;-1.3035290241241455;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1030-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1030-Mother-Copenhagen_Zealand.html;1296473;200;True;
104;scraping restaurants;requests;1566989784.9193459;-1.3728210926055908;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1040-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1040-Mother-Copenhagen_Zealand.html;1300645;200;True;
105;scraping restaurants;requests;1566989787.80028;-1.339728832244873;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1050-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1050-Mother-Copenhagen_Zealand.html;1293836;200;True;
106;scraping restaurants;requests;1566989790.6519182;-1.3233048915863037;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1060-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1060-Mother-Copenhagen_Zealand.html;1293116;200;True;
107;scraping restaurants;requests;1566989793.487562;-1.4947991371154785;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1070-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1070-Mother-Copenhagen_Zealand.html;1292551;200;True;
108;scraping restaurants;requests;1566989796.494588;-1.3525171279907227;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1080-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1080-Mother-Copenhagen_Zealand.html;1296282;200;True;
109;scraping restaurants;requests;1566989799.357908;-1.3773140907287598;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1090-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1090-Mother-Copenhagen_Zealand.html;1291850;200;True;
110;scraping restaurants;requests;1566989802.248033;-1.3467819690704346;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1100-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1100-Mother-Copenhagen_Zealand.html;1292931;200;True;
111;scraping restaurants;requests;1566989805.1071942;-1.3566269874572754;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1110-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1110-Mother-Copenhagen_Zealand.html;1293948;200;True;
112;scraping restaurants;requests;1566989807.973134;-1.4466478824615479;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1120-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1120-Mother-Copenhagen_Zealand.html;1291075;200;True;
113;scraping restaurants;requests;1566989810.9293382;-1.3602406978607178;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1130-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1130-Mother-Copenhagen_Zealand.html;1292137;200;True;
114;scraping restaurants;requests;1566989813.800127;-1.3959639072418213;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1140-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1140-Mother-Copenhagen_Zealand.html;1294967;200;True;
115;scraping restaurants;requests;1566989816.707715;-1.3382129669189453;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1150-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1150-Mother-Copenhagen_Zealand.html;1301810;200;True;
116;scraping restaurants;requests;1566989819.5547671;-1.4495229721069336;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1160-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1160-Mother-Copenhagen_Zealand.html;1299218;200;True;
117;scraping restaurants;requests;1566989822.5145652;-1.445953607559204;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1170-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1170-Mother-Copenhagen_Zealand.html;1291340;200;True;
118;scraping restaurants;requests;1566989825.469577;-1.3502509593963623;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1180-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1180-Mother-Copenhagen_Zealand.html;1299255;200;True;
119;scraping restaurants;requests;1566989828.33143;-1.530808925628662;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1190-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1190-Mother-Copenhagen_Zealand.html;1295773;200;True;
120;scraping restaurants;requests;1566989831.3738408;-1.414243221282959;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1200-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1200-Mother-Copenhagen_Zealand.html;1294362;200;True;
121;scraping restaurants;requests;1566989834.29686;-1.351438045501709;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1210-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1210-Mother-Copenhagen_Zealand.html;1281834;200;True;
122;scraping restaurants;requests;1566989837.1580002;-1.9630897045135498;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1220-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1291335;200;True;
123;scraping restaurants;requests;1566989840.630847;-1.7625861167907715;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1230-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290943;200;True;
124;scraping restaurants;requests;1566989843.904934;-2.6882832050323486;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1240-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290958;200;True;
125;scraping restaurants;requests;1566989848.101343;-1.8703532218933105;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1250-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290934;200;True;
126;scraping restaurants;requests;1566989851.479863;-1.660965919494629;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1260-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292689;200;True;
127;scraping restaurants;requests;1566989854.6490939;-1.6725213527679443;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1270-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292710;200;True;
128;scraping restaurants;requests;1566989857.8306408;-1.663898229598999;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1280-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290938;200;True;
129;scraping restaurants;requests;1566989860.999398;-1.8056600093841553;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1290-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292713;200;True;
130;scraping restaurants;requests;1566989864.3141189;-1.73793625831604;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1300-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292724;200;True;
131;scraping restaurants;requests;1566989867.563348;-1.6097650527954102;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1310-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292711;200;True;
132;scraping restaurants;requests;1566989870.67736;-1.6645278930664062;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1320-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292714;200;True;
133;scraping restaurants;requests;1566989873.8513842;-1.5928118228912354;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1330-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292727;200;True;
134;scraping restaurants;requests;1566989876.952426;-1.6075201034545898;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1340-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292690;200;True;
135;scraping restaurants;requests;1566989880.072736;-1.6427788734436035;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1350-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290941;200;True;
136;scraping restaurants;requests;1566989883.2233841;-1.788970947265625;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1360-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292733;200;True;
137;scraping restaurants;requests;1566989886.524116;-1.7444431781768799;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1370-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290930;200;True;
138;scraping restaurants;requests;1566989889.7735648;-1.978107213973999;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1380-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292737;200;True;
139;scraping restaurants;requests;1566989893.26192;-1.6645069122314453;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1390-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290934;200;True;
140;scraping restaurants;requests;1566989896.4340212;-1.6560947895050049;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1400-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292717;200;True;
141;scraping restaurants;requests;1566989899.6016681;-1.6828138828277588;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1410-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1291351;200;True;
142;scraping restaurants;requests;1566989902.796375;-1.7541120052337646;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1420-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292704;200;True;
143;scraping restaurants;requests;1566989906.061609;-1.6987388134002686;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1430-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290967;200;True;
144;scraping restaurants;requests;1566989909.2702432;-1.622682809829712;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1440-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292721;200;True;
145;scraping restaurants;requests;1566989912.403625;-1.9770259857177734;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1450-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290979;200;True;
146;scraping restaurants;requests;1566989915.890661;-1.7493910789489746;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1460-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290918;200;True;
147;scraping restaurants;requests;1566989919.1482189;-1.7622241973876953;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1470-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292731;200;True;
148;scraping restaurants;requests;1566989922.419115;-1.5877699851989746;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1480-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292663;200;True;
149;scraping restaurants;requests;1566989925.517281;-1.6643519401550293;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1490-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290896;200;True;
150;scraping restaurants;requests;1566989928.691514;-1.664470911026001;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1500-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290943;200;True;
151;scraping restaurants;requests;1566989931.8662982;-1.7672717571258545;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1510-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290932;200;True;
152;scraping restaurants;requests;1566989935.144361;-1.662951946258545;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1520-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290919;200;True;
153;scraping restaurants;requests;1566989938.316727;-1.6827380657196045;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1530-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292686;200;True;
154;scraping restaurants;requests;1566989941.511025;-1.6708531379699707;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1540-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290930;200;True;
155;scraping restaurants;requests;1566989944.6878972;-1.672597885131836;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1550-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290946;200;True;
156;scraping restaurants;requests;1566989947.866952;-1.7398910522460938;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1560-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1291336;200;True;
157;scraping restaurants;requests;1566989951.114828;-1.7699048519134521;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1570-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290945;200;True;
158;scraping restaurants;requests;1566989954.393599;-1.8897390365600586;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1580-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290952;200;True;
159;scraping restaurants;requests;1566989957.789969;-1.7512118816375732;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1590-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292707;200;True;
160;scraping restaurants;requests;1566989961.049907;-1.7708311080932617;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1600-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1291343;200;True;
161;scraping restaurants;requests;1566989964.329969;-1.7324020862579346;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1610-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292653;200;True;
162;scraping restaurants;requests;1566989967.570914;-1.7043898105621338;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1620-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292733;200;True;
163;scraping restaurants;requests;1566989970.787133;-1.7580649852752686;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1630-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290897;200;True;
164;scraping restaurants;requests;1566989974.0554602;-1.6724627017974854;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1640-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292660;200;True;
165;scraping restaurants;requests;1566989977.238129;-1.6563351154327393;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1650-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290959;200;True;
166;scraping restaurants;requests;1566989980.398463;-1.7785980701446533;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1660-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290926;200;True;
167;scraping restaurants;requests;1566989983.6862779;-1.6282269954681396;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1670-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292705;200;True;
168;scraping restaurants;requests;1566989986.826145;-1.6252429485321045;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1680-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292721;200;True;
169;scraping restaurants;requests;1566989989.960949;-1.568568229675293;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1690-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292694;200;True;
170;scraping restaurants;requests;1566989993.035383;-1.5834481716156006;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1700-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292733;200;True;
171;scraping restaurants;requests;1566989996.125516;-1.5768060684204102;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1710-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290928;200;True;
172;scraping restaurants;requests;1566989999.211982;-1.6243700981140137;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1720-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290943;200;True;
173;scraping restaurants;requests;1566990002.344244;-1.6727569103240967;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1730-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292689;200;True;
174;scraping restaurants;requests;1566990005.525646;-1.7595229148864746;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1740-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292714;200;True;
175;scraping restaurants;requests;1566990008.792939;-1.756955862045288;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1750-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1290948;200;True;
176;scraping restaurants;requests;1566990012.058982;-1.6760141849517822;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1760-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292699;200;True;
177;scraping restaurants;requests;1566990015.243511;-1.7432091236114502;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1770-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292729;200;True;
178;scraping restaurants;requests;1566990018.496224;-1.6895523071289062;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1780-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292690;200;True;
179;scraping restaurants;requests;1566990021.6953988;-1.7528581619262695;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-or1790-Mother-Copenhagen_Zealand.html;https://www.tripadvisor.com/Restaurant_Review-g189541-d1898372-Reviews-Mother-Copenhagen_Zealand.html;1292685;200;True;
